Video Analysis Log - prema
Video Duration: 269.07 seconds
Change Threshold: 4.0%
Start Time: 2s
==================================================


>>> INITIAL SCREENSHOT A CAPTURED at 2.2s
COMPARED: screenshot_013_02m19s.jpg vs screenshot_001_00m02s.jpg (similarity: 0.2115 > 0.1 - not duplicate)
COMPARED: screenshot_013_02m19s.jpg vs screenshot_002_00m16s.jpg (similarity: 0.1187 > 0.1 - not duplicate)
COMPARED: screenshot_013_02m19s.jpg vs screenshot_003_00m30s.jpg (similarity: 0.1216 > 0.1 - not duplicate)
REMOVED: screenshot_013_02m19s.jpg - duplicate of screenshot_004_00m44s.jpg (similarity: 0.0000 <= 0.1)
COMPARED: screenshot_014_02m31s.jpg vs screenshot_001_00m02s.jpg (similarity: 0.2193 > 0.1 - not duplicate)
COMPARED: screenshot_014_02m31s.jpg vs screenshot_002_00m16s.jpg (similarity: 0.1229 > 0.1 - not duplicate)
COMPARED: screenshot_014_02m31s.jpg vs screenshot_003_00m30s.jpg (similarity: 0.1219 > 0.1 - not duplicate)
COMPARED: screenshot_014_02m31s.jpg vs screenshot_004_00m44s.jpg (similarity: 0.1145 > 0.1 - not duplicate)
REMOVED: screenshot_014_02m31s.jpg - duplicate of screenshot_005_00m56s.jpg (similarity: 0.0153 <= 0.1)
COMPARED: screenshot_015_02m34s.jpg vs screenshot_001_00m02s.jpg (similarity: 0.2159 > 0.1 - not duplicate)
COMPARED: screenshot_015_02m34s.jpg vs screenshot_002_00m16s.jpg (similarity: 0.1258 > 0.1 - not duplicate)
COMPARED: screenshot_015_02m34s.jpg vs screenshot_003_00m30s.jpg (similarity: 0.1241 > 0.1 - not duplicate)
COMPARED: screenshot_015_02m34s.jpg vs screenshot_004_00m44s.jpg (similarity: 0.1148 > 0.1 - not duplicate)
COMPARED: screenshot_015_02m34s.jpg vs screenshot_005_00m56s.jpg (similarity: 0.1174 > 0.1 - not duplicate)
COMPARED: screenshot_015_02m34s.jpg vs screenshot_006_01m08s.jpg (similarity: 0.1160 > 0.1 - not duplicate)
COMPARED: screenshot_015_02m34s.jpg vs screenshot_007_01m20s.jpg (similarity: 0.1126 > 0.1 - not duplicate)
COMPARED: screenshot_015_02m34s.jpg vs screenshot_008_01m32s.jpg (similarity: 0.1155 > 0.1 - not duplicate)
COMPARED: screenshot_015_02m34s.jpg vs screenshot_009_01m44s.jpg (similarity: 0.1234 > 0.1 - not duplicate)
COMPARED: screenshot_015_02m34s.jpg vs screenshot_010_01m58s.jpg (similarity: 0.1152 > 0.1 - not duplicate)
REMOVED: screenshot_015_02m34s.jpg - duplicate of screenshot_011_02m12s.jpg (similarity: 0.0252 <= 0.1)
COMPARED: screenshot_016_02m43s.jpg vs screenshot_001_00m02s.jpg (similarity: 0.2141 > 0.1 - not duplicate)
COMPARED: screenshot_016_02m43s.jpg vs screenshot_002_00m16s.jpg (similarity: 0.1182 > 0.1 - not duplicate)
COMPARED: screenshot_016_02m43s.jpg vs screenshot_003_00m30s.jpg (similarity: 0.1168 > 0.1 - not duplicate)
COMPARED: screenshot_016_02m43s.jpg vs screenshot_004_00m44s.jpg (similarity: 0.1131 > 0.1 - not duplicate)
COMPARED: screenshot_016_02m43s.jpg vs screenshot_005_00m56s.jpg (similarity: 0.1152 > 0.1 - not duplicate)
COMPARED: screenshot_016_02m43s.jpg vs screenshot_006_01m08s.jpg (similarity: 0.1095 > 0.1 - not duplicate)
COMPARED: screenshot_016_02m43s.jpg vs screenshot_007_01m20s.jpg (similarity: 0.1065 > 0.1 - not duplicate)
COMPARED: screenshot_016_02m43s.jpg vs screenshot_008_01m32s.jpg (similarity: 0.1073 > 0.1 - not duplicate)
COMPARED: screenshot_016_02m43s.jpg vs screenshot_009_01m44s.jpg (similarity: 0.1169 > 0.1 - not duplicate)
COMPARED: screenshot_016_02m43s.jpg vs screenshot_010_01m58s.jpg (similarity: 0.1105 > 0.1 - not duplicate)
COMPARED: screenshot_016_02m43s.jpg vs screenshot_011_02m12s.jpg (similarity: 0.1195 > 0.1 - not duplicate)
COMPARED: screenshot_016_02m43s.jpg vs screenshot_012_02m15s.jpg (similarity: 0.1282 > 0.1 - not duplicate)
KEPT: screenshot_016_02m43s.jpg (unique screenshot)
COMPARED: screenshot_017_02m55s.jpg vs screenshot_001_00m02s.jpg (similarity: 0.2126 > 0.1 - not duplicate)
COMPARED: screenshot_017_02m55s.jpg vs screenshot_002_00m16s.jpg (similarity: 0.1134 > 0.1 - not duplicate)
COMPARED: screenshot_017_02m55s.jpg vs screenshot_003_00m30s.jpg (similarity: 0.1153 > 0.1 - not duplicate)
COMPARED: screenshot_017_02m55s.jpg vs screenshot_004_00m44s.jpg (similarity: 0.1081 > 0.1 - not duplicate)
COMPARED: screenshot_017_02m55s.jpg vs screenshot_005_00m56s.jpg (similarity: 0.1116 > 0.1 - not duplicate)
COMPARED: screenshot_017_02m55s.jpg vs screenshot_006_01m08s.jpg (similarity: 0.1024 > 0.1 - not duplicate)
COMPARED: screenshot_017_02m55s.jpg vs screenshot_007_01m20s.jpg (similarity: 0.1043 > 0.1 - not duplicate)
COMPARED: screenshot_017_02m55s.jpg vs screenshot_008_01m32s.jpg (similarity: 0.1057 > 0.1 - not duplicate)
COMPARED: screenshot_017_02m55s.jpg vs screenshot_009_01m44s.jpg (similarity: 0.1110 > 0.1 - not duplicate)
COMPARED: screenshot_017_02m55s.jpg vs screenshot_010_01m58s.jpg (similarity: 0.1047 > 0.1 - not duplicate)
COMPARED: screenshot_017_02m55s.jpg vs screenshot_011_02m12s.jpg (similarity: 0.1184 > 0.1 - not duplicate)
COMPARED: screenshot_017_02m55s.jpg vs screenshot_012_02m15s.jpg (similarity: 0.1266 > 0.1 - not duplicate)
COMPARED: screenshot_017_02m55s.jpg vs screenshot_016_02m43s.jpg (similarity: 0.1064 > 0.1 - not duplicate)
KEPT: screenshot_017_02m55s.jpg (unique screenshot)
COMPARED: screenshot_018_03m09s.jpg vs screenshot_001_00m02s.jpg (similarity: 0.2200 > 0.1 - not duplicate)
COMPARED: screenshot_018_03m09s.jpg vs screenshot_002_00m16s.jpg (similarity: 0.1214 > 0.1 - not duplicate)
COMPARED: screenshot_018_03m09s.jpg vs screenshot_003_00m30s.jpg (similarity: 0.1213 > 0.1 - not duplicate)
COMPARED: screenshot_018_03m09s.jpg vs screenshot_004_00m44s.jpg (similarity: 0.1131 > 0.1 - not duplicate)
COMPARED: screenshot_018_03m09s.jpg vs screenshot_005_00m56s.jpg (similarity: 0.1161 > 0.1 - not duplicate)
COMPARED: screenshot_018_03m09s.jpg vs screenshot_006_01m08s.jpg (similarity: 0.1136 > 0.1 - not duplicate)
COMPARED: screenshot_018_03m09s.jpg vs screenshot_007_01m20s.jpg (similarity: 0.1141 > 0.1 - not duplicate)
COMPARED: screenshot_018_03m09s.jpg vs screenshot_008_01m32s.jpg (similarity: 0.1164 > 0.1 - not duplicate)
COMPARED: screenshot_018_03m09s.jpg vs screenshot_009_01m44s.jpg (similarity: 0.1206 > 0.1 - not duplicate)
COMPARED: screenshot_018_03m09s.jpg vs screenshot_010_01m58s.jpg (similarity: 0.1136 > 0.1 - not duplicate)
COMPARED: screenshot_018_03m09s.jpg vs screenshot_011_02m12s.jpg (similarity: 0.1251 > 0.1 - not duplicate)
COMPARED: screenshot_018_03m09s.jpg vs screenshot_012_02m15s.jpg (similarity: 0.1315 > 0.1 - not duplicate)
COMPARED: screenshot_018_03m09s.jpg vs screenshot_016_02m43s.jpg (similarity: 0.1158 > 0.1 - not duplicate)
COMPARED: screenshot_018_03m09s.jpg vs screenshot_017_02m55s.jpg (similarity: 0.1092 > 0.1 - not duplicate)
KEPT: screenshot_018_03m09s.jpg (unique screenshot)
COMPARED: screenshot_019_03m21s.jpg vs screenshot_001_00m02s.jpg (similarity: 0.2149 > 0.1 - not duplicate)
COMPARED: screenshot_019_03m21s.jpg vs screenshot_002_00m16s.jpg (similarity: 0.1247 > 0.1 - not duplicate)
COMPARED: screenshot_019_03m21s.jpg vs screenshot_003_00m30s.jpg (similarity: 0.1240 > 0.1 - not duplicate)
COMPARED: screenshot_019_03m21s.jpg vs screenshot_004_00m44s.jpg (similarity: 0.1183 > 0.1 - not duplicate)
COMPARED: screenshot_019_03m21s.jpg vs screenshot_005_00m56s.jpg (similarity: 0.1194 > 0.1 - not duplicate)
COMPARED: screenshot_019_03m21s.jpg vs screenshot_006_01m08s.jpg (similarity: 0.1153 > 0.1 - not duplicate)
COMPARED: screenshot_019_03m21s.jpg vs screenshot_007_01m20s.jpg (similarity: 0.1139 > 0.1 - not duplicate)
COMPARED: screenshot_019_03m21s.jpg vs screenshot_008_01m32s.jpg (similarity: 0.1146 > 0.1 - not duplicate)
COMPARED: screenshot_019_03m21s.jpg vs screenshot_009_01m44s.jpg (similarity: 0.1207 > 0.1 - not duplicate)
COMPARED: screenshot_019_03m21s.jpg vs screenshot_010_01m58s.jpg (similarity: 0.1126 > 0.1 - not duplicate)
COMPARED: screenshot_019_03m21s.jpg vs screenshot_011_02m12s.jpg (similarity: 0.1246 > 0.1 - not duplicate)
COMPARED: screenshot_019_03m21s.jpg vs screenshot_012_02m15s.jpg (similarity: 0.1372 > 0.1 - not duplicate)
COMPARED: screenshot_019_03m21s.jpg vs screenshot_016_02m43s.jpg (similarity: 0.1107 > 0.1 - not duplicate)
COMPARED: screenshot_019_03m21s.jpg vs screenshot_017_02m55s.jpg (similarity: 0.1085 > 0.1 - not duplicate)
COMPARED: screenshot_019_03m21s.jpg vs screenshot_018_03m09s.jpg (similarity: 0.1167 > 0.1 - not duplicate)
KEPT: screenshot_019_03m21s.jpg (unique screenshot)
COMPARED: screenshot_020_03m33s.jpg vs screenshot_001_00m02s.jpg (similarity: 0.2166 > 0.1 - not duplicate)
COMPARED: screenshot_020_03m33s.jpg vs screenshot_002_00m16s.jpg (similarity: 0.1263 > 0.1 - not duplicate)
COMPARED: screenshot_020_03m33s.jpg vs screenshot_003_00m30s.jpg (similarity: 0.1251 > 0.1 - not duplicate)
COMPARED: screenshot_020_03m33s.jpg vs screenshot_004_00m44s.jpg (similarity: 0.1164 > 0.1 - not duplicate)
COMPARED: screenshot_020_03m33s.jpg vs screenshot_005_00m56s.jpg (similarity: 0.1215 > 0.1 - not duplicate)
COMPARED: screenshot_020_03m33s.jpg vs screenshot_006_01m08s.jpg (similarity: 0.1166 > 0.1 - not duplicate)
COMPARED: screenshot_020_03m33s.jpg vs screenshot_007_01m20s.jpg (similarity: 0.1171 > 0.1 - not duplicate)
COMPARED: screenshot_020_03m33s.jpg vs screenshot_008_01m32s.jpg (similarity: 0.1167 > 0.1 - not duplicate)
COMPARED: screenshot_020_03m33s.jpg vs screenshot_009_01m44s.jpg (similarity: 0.1232 > 0.1 - not duplicate)
COMPARED: screenshot_020_03m33s.jpg vs screenshot_010_01m58s.jpg (similarity: 0.1157 > 0.1 - not duplicate)
COMPARED: screenshot_020_03m33s.jpg vs screenshot_011_02m12s.jpg (similarity: 0.1267 > 0.1 - not duplicate)
COMPARED: screenshot_020_03m33s.jpg vs screenshot_012_02m15s.jpg (similarity: 0.1294 > 0.1 - not duplicate)
COMPARED: screenshot_020_03m33s.jpg vs screenshot_016_02m43s.jpg (similarity: 0.1175 > 0.1 - not duplicate)
COMPARED: screenshot_020_03m33s.jpg vs screenshot_017_02m55s.jpg (similarity: 0.1112 > 0.1 - not duplicate)
COMPARED: screenshot_020_03m33s.jpg vs screenshot_018_03m09s.jpg (similarity: 0.1189 > 0.1 - not duplicate)
COMPARED: screenshot_020_03m33s.jpg vs screenshot_019_03m21s.jpg (similarity: 0.1201 > 0.1 - not duplicate)
KEPT: screenshot_020_03m33s.jpg (unique screenshot)
COMPARED: screenshot_021_03m45s.jpg vs screenshot_001_00m02s.jpg (similarity: 0.2103 > 0.1 - not duplicate)
COMPARED: screenshot_021_03m45s.jpg vs screenshot_002_00m16s.jpg (similarity: 0.1149 > 0.1 - not duplicate)
COMPARED: screenshot_021_03m45s.jpg vs screenshot_003_00m30s.jpg (similarity: 0.1166 > 0.1 - not duplicate)
COMPARED: screenshot_021_03m45s.jpg vs screenshot_004_00m44s.jpg (similarity: 0.1046 > 0.1 - not duplicate)
COMPARED: screenshot_021_03m45s.jpg vs screenshot_005_00m56s.jpg (similarity: 0.1111 > 0.1 - not duplicate)
COMPARED: screenshot_021_03m45s.jpg vs screenshot_006_01m08s.jpg (similarity: 0.1045 > 0.1 - not duplicate)
COMPARED: screenshot_021_03m45s.jpg vs screenshot_007_01m20s.jpg (similarity: 0.1038 > 0.1 - not duplicate)
COMPARED: screenshot_021_03m45s.jpg vs screenshot_008_01m32s.jpg (similarity: 0.1088 > 0.1 - not duplicate)
COMPARED: screenshot_021_03m45s.jpg vs screenshot_009_01m44s.jpg (similarity: 0.1162 > 0.1 - not duplicate)
COMPARED: screenshot_021_03m45s.jpg vs screenshot_010_01m58s.jpg (similarity: 0.1064 > 0.1 - not duplicate)
COMPARED: screenshot_021_03m45s.jpg vs screenshot_011_02m12s.jpg (similarity: 0.1150 > 0.1 - not duplicate)
COMPARED: screenshot_021_03m45s.jpg vs screenshot_012_02m15s.jpg (similarity: 0.1224 > 0.1 - not duplicate)
COMPARED: screenshot_021_03m45s.jpg vs screenshot_016_02m43s.jpg (similarity: 0.1083 > 0.1 - not duplicate)
COMPARED: screenshot_021_03m45s.jpg vs screenshot_017_02m55s.jpg (similarity: 0.1034 > 0.1 - not duplicate)
COMPARED: screenshot_021_03m45s.jpg vs screenshot_018_03m09s.jpg (similarity: 0.1123 > 0.1 - not duplicate)
COMPARED: screenshot_021_03m45s.jpg vs screenshot_019_03m21s.jpg (similarity: 0.1116 > 0.1 - not duplicate)
COMPARED: screenshot_021_03m45s.jpg vs screenshot_020_03m33s.jpg (similarity: 0.1032 > 0.1 - not duplicate)
KEPT: screenshot_021_03m45s.jpg (unique screenshot)
COMPARED: screenshot_022_03m57s.jpg vs screenshot_001_00m02s.jpg (similarity: 0.2060 > 0.1 - not duplicate)
COMPARED: screenshot_022_03m57s.jpg vs screenshot_002_00m16s.jpg (similarity: 0.1106 > 0.1 - not duplicate)
COMPARED: screenshot_022_03m57s.jpg vs screenshot_003_00m30s.jpg (similarity: 0.1124 > 0.1 - not duplicate)
COMPARED: screenshot_022_03m57s.jpg vs screenshot_004_00m44s.jpg (similarity: 0.1029 > 0.1 - not duplicate)
COMPARED: screenshot_022_03m57s.jpg vs screenshot_005_00m56s.jpg (similarity: 0.1059 > 0.1 - not duplicate)
COMPARED: screenshot_022_03m57s.jpg vs screenshot_006_01m08s.jpg (similarity: 0.1005 > 0.1 - not duplicate)
COMPARED: screenshot_022_03m57s.jpg vs screenshot_007_01m20s.jpg (similarity: 0.1009 > 0.1 - not duplicate)
COMPARED: screenshot_022_03m57s.jpg vs screenshot_008_01m32s.jpg (similarity: 0.1032 > 0.1 - not duplicate)
COMPARED: screenshot_022_03m57s.jpg vs screenshot_009_01m44s.jpg (similarity: 0.1097 > 0.1 - not duplicate)
COMPARED: screenshot_022_03m57s.jpg vs screenshot_010_01m58s.jpg (similarity: 0.1013 > 0.1 - not duplicate)
COMPARED: screenshot_022_03m57s.jpg vs screenshot_011_02m12s.jpg (similarity: 0.1109 > 0.1 - not duplicate)
COMPARED: screenshot_022_03m57s.jpg vs screenshot_012_02m15s.jpg (similarity: 0.1172 > 0.1 - not duplicate)
COMPARED: screenshot_022_03m57s.jpg vs screenshot_016_02m43s.jpg (similarity: 0.1025 > 0.1 - not duplicate)
REMOVED: screenshot_022_03m57s.jpg - duplicate of screenshot_017_02m55s.jpg (similarity: 0.0964 <= 0.1)
COMPARED: screenshot_023_04m09s.jpg vs screenshot_001_00m02s.jpg (similarity: 0.2097 > 0.1 - not duplicate)
COMPARED: screenshot_023_04m09s.jpg vs screenshot_002_00m16s.jpg (similarity: 0.1119 > 0.1 - not duplicate)
COMPARED: screenshot_023_04m09s.jpg vs screenshot_003_00m30s.jpg (similarity: 0.1133 > 0.1 - not duplicate)
COMPARED: screenshot_023_04m09s.jpg vs screenshot_004_00m44s.jpg (similarity: 0.1066 > 0.1 - not duplicate)
COMPARED: screenshot_023_04m09s.jpg vs screenshot_005_00m56s.jpg (similarity: 0.1112 > 0.1 - not duplicate)
COMPARED: screenshot_023_04m09s.jpg vs screenshot_006_01m08s.jpg (similarity: 0.1042 > 0.1 - not duplicate)
COMPARED: screenshot_023_04m09s.jpg vs screenshot_007_01m20s.jpg (similarity: 0.1053 > 0.1 - not duplicate)
COMPARED: screenshot_023_04m09s.jpg vs screenshot_008_01m32s.jpg (similarity: 0.1082 > 0.1 - not duplicate)
COMPARED: screenshot_023_04m09s.jpg vs screenshot_009_01m44s.jpg (similarity: 0.1129 > 0.1 - not duplicate)
COMPARED: screenshot_023_04m09s.jpg vs screenshot_010_01m58s.jpg (similarity: 0.1066 > 0.1 - not duplicate)
COMPARED: screenshot_023_04m09s.jpg vs screenshot_011_02m12s.jpg (similarity: 0.1121 > 0.1 - not duplicate)
COMPARED: screenshot_023_04m09s.jpg vs screenshot_012_02m15s.jpg (similarity: 0.1221 > 0.1 - not duplicate)
COMPARED: screenshot_023_04m09s.jpg vs screenshot_016_02m43s.jpg (similarity: 0.1047 > 0.1 - not duplicate)
COMPARED: screenshot_023_04m09s.jpg vs screenshot_017_02m55s.jpg (similarity: 0.1005 > 0.1 - not duplicate)
COMPARED: screenshot_023_04m09s.jpg vs screenshot_018_03m09s.jpg (similarity: 0.1088 > 0.1 - not duplicate)
COMPARED: screenshot_023_04m09s.jpg vs screenshot_019_03m21s.jpg (similarity: 0.1115 > 0.1 - not duplicate)
COMPARED: screenshot_023_04m09s.jpg vs screenshot_020_03m33s.jpg (similarity: 0.1064 > 0.1 - not duplicate)
REMOVED: screenshot_023_04m09s.jpg - duplicate of screenshot_021_03m45s.jpg (similarity: 0.0979 <= 0.1)

------------------------------
DUPLICATE REMOVAL SUMMARY
------------------------------
Total screenshots analyzed: 23
Screenshots removed: 5
Screenshots kept: 18
Removal rate: 21.7%
Final screenshots kept:
  - screenshot_001_00m02s.jpg
  - screenshot_002_00m16s.jpg
  - screenshot_003_00m30s.jpg
  - screenshot_004_00m44s.jpg
  - screenshot_005_00m56s.jpg
  - screenshot_006_01m08s.jpg
  - screenshot_007_01m20s.jpg
  - screenshot_008_01m32s.jpg
  - screenshot_009_01m44s.jpg
  - screenshot_010_01m58s.jpg
  - screenshot_011_02m12s.jpg
  - screenshot_012_02m15s.jpg
  - screenshot_016_02m43s.jpg
  - screenshot_017_02m55s.jpg
  - screenshot_018_03m09s.jpg
  - screenshot_019_03m21s.jpg
  - screenshot_020_03m33s.jpg
  - screenshot_021_03m45s.jpg
==================================================

